mmc_code,name,generic_name,mmc_type,price_low,price_high,as_of,search_category,matched_terms
06000938,ARTICULATING PAPER; HORSE SHOE RED/BLUE,,MEDICAL SUPPLIES,1426,1426,"October 15, 2025",facility,ICU
06000083,AZURE XT DR MRI WL OUS W2DR01,,MEDICAL SUPPLIES,504500,504500,"September 10, 2025",radiologic,MRI
06000084,AZURE XT SR MRI PULSE GEN W2SR01,,MEDICAL SUPPLIES,271250,271250,"September 10, 2025",radiologic,MRI
06000095,BAG; CLOTH PRINTED NURSERY,,MEDICAL SUPPLIES,80,80,"September 20, 2025",facility,NURSERY
06000614,BIOLINE HIV 1/2 AB 30T / BOX,,MEDICAL SUPPLIES,5990,5990,"September 20, 2025",blood_test,HIV
06000154,BIOPSY VALVE - OLYMPUS,,MEDICAL SUPPLIES,497,497,"September 20, 2025",procedure,BIOPSY
06000196,BLADE; SINUS TRICUT 5PK 4MM ROTATABLE,,MEDICAL SUPPLIES,25332,25332,"September 20, 2025",facility,ICU
06000201,BLADE; TRICUT,,MEDICAL SUPPLIES,23045,26445,"September 20, 2025",facility,ICU
06000232,BUNNY SUIT; ANTI-STATIC 5MM SM-3XL WHITE,,MEDICAL SUPPLIES,2407,2407,"September 20, 2025",blood_test,BUN
06000255,CAL; CRP,,MEDICAL SUPPLIES,15682,56760,"September 20, 2025",blood_test,CRP
06000635,CALIBRATION GAS; SMALL TANK CPET COSMED,,MEDICAL SUPPLIES,108500,108500,"September 20, 2025",radiologic,PET
06000647,CANNULA; ENDOMETRIAL BIOPSY PIPPETTE IV,,MEDICAL SUPPLIES,685,685,"September 20, 2025",radiologic,PET;BIOPSY
06000405,CAUTERY; FORCE TRIVERSE FT300,,MEDICAL SUPPLIES,7248,7248,"September 20, 2025",blood_test,FT3
06000704,CLAVE; NANOCLAVE CONNECTOR ICU MED,,MEDICAL SUPPLIES,105,105,"September 20, 2025",facility,ICU
06000715,CMS; GLUCOSE 50G KRON,,MEDICAL SUPPLIES,179,179,"September 20, 2025",blood_test,GLUCOSE
06000486,CONTRAST AGENT; BARIUM,,MEDICAL SUPPLIES,610,12080,"September 20, 2025",radiologic,CONTRAST
06000728,CORE BIOPSY; SEMI-AUTO. G18X16CM CURAWAY,,MEDICAL SUPPLIES,3655,3655,"September 20, 2025",procedure,BIOPSY
06000732,CS SUTURE BUNDLE,,MEDICAL SUPPLIES,3720,3720,"September 20, 2025",blood_test,BUN
06000505,CTRL; CRP HS 2ML 3S ARCHITECT,,MEDICAL SUPPLIES,12563,12563,"September 20, 2025",blood_test,CRP
06000511,CULTURE SLIDES; 8-WELL 4118 BD FALCON,,MEDICAL SUPPLIES,19128,19128,"September 20, 2025",blood_test,CULTURE
06000515,CUP; STOOL 50'S,,MEDICAL SUPPLIES,4,4,"September 20, 2025",blood_test,STOOL
06000516,CUP; STOOL COVER 50'S,,MEDICAL SUPPLIES,4,4,"September 20, 2025",blood_test,STOOL
06000742,EARPLUGS; HOWARD LEIGHT,,MEDICAL SUPPLIES,13,19,"September 25, 2025",facility,WARD
06000764,EVAR PACKAGE SOMNOTEC,,MEDICAL SUPPLIES,908910,908910,"September 25, 2025",blood_test,PACKAGE
06000824,GEL; TRANSONIC ULTRASOUND GEL 5 LITERS,,MEDICAL SUPPLIES,1734,1734,"September 26, 2025",radiologic,ULTRASOUND
06000825,GEL; ULTRASOUND 5L,,MEDICAL SUPPLIES,1365,3037,"September 26, 2025",radiologic,ULTRASOUND
06000907,INFANT DELIVERY SYSTEM SMCP FISHER & PAY,,MEDICAL SUPPLIES,6219,6219,"September 26, 2025",procedure,DELIVERY
06000927,IOL; BIO HYDROJECT IOL DELIVERY SYSTEM,,MEDICAL SUPPLIES,543,543,"September 26, 2025",procedure,DELIVERY
06000954,KIT; COBES ANGIOGRAPHY PACK 66004 HEFEI,,MEDICAL SUPPLIES,5716,5716,"October 17, 2025",radiologic,ANGIOGRAPHY
06000962,KIT; GLUCOSE METER; CONTOUR PLUS ELITE,,MEDICAL SUPPLIES,2169,2169,"October 17, 2025",blood_test,GLUCOSE
06000969,KIT; IMMUNOCULT DENDRITIC CELL CULTURE,,MEDICAL SUPPLIES,114132,114132,"October 17, 2025",blood_test,CULTURE
06001077,MERIL BIOMIME PACKAGE,,MEDICAL SUPPLIES,141315,141315,"October 17, 2025",blood_test,PACKAGE
06001083,MG350 FOR ACUTE/CRITICAL CARE/SEPSIS,,MEDICAL SUPPLIES,51630,51630,"October 17, 2025",facility,CRITICAL CARE
0100210600,ALENDRONATE SODIUM,,MEDICINES,707,707,"February 07, 2026",blood_test,SODIUM
0100080500,ALFUZOSIN HYDROCHLORIDE,,MEDICINES,257,257,"September 03, 2025",blood_test,CHLORIDE
0101130003,ALGINATE/SODIUM BICARBONATE/CALCIUM CARBONATE,,MEDICINES,32,493,"September 03, 2025",blood_test,SODIUM;CALCIUM
0101130000,ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE,,MEDICINES,20,772,"February 07, 2026",blood_test,MAGNESIUM
0101130001,ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE,,MEDICINES,24,859,"September 03, 2025",blood_test,MAGNESIUM
0101110218,AMINO ACID/GLUCOSE/ELECTROLYTES,,MEDICINES,2583,2583,"November 28, 2025",blood_test,GLUCOSE;ELECTROLYTE
0100080001,AMIODARONE HYDROCHLORIDE,,MEDICINES,109,849,"September 03, 2025",blood_test,CHLORIDE
0100030200,AMPHOTERICIN B LIPID COMPLEX,,MEDICINES,23681,23681,"September 04, 2025",blood_test,LIPID
0101030233,ANIDULAFUNGIN/SODIUM CHLORIDE,,MEDICINES,20890,20890,"December 03, 2025",blood_test,SODIUM;CHLORIDE
0101080915,AZILSARTAN MEDOXOMIL POTASSIUM,,MEDICINES,66,66,"September 04, 2025",blood_test,POTASSIUM
01000301102,AZITHROMYCIN DIHYDRATE/SODIUM CHLORIDE,,MEDICINES,1523,2041,"December 03, 2025",blood_test,SODIUM;CHLORIDE
0101000501,BENZYDAMINE HYDROCHLORIDE,,MEDICINES,57,1023,"February 07, 2026",blood_test,CHLORIDE
0101160502,BROMHEXINE HYDROCHLORIDE,,MEDICINES,206,206,"September 04, 2025",blood_test,CHLORIDE
0101200007,BUCLIZINE HCL/IRON FUMARATE/VITAMINS,,MEDICINES,49,49,"July 02, 2025",blood_test,IRON
0100200052,CALCIUM CARBONATE,,MEDICINES,30,30,"September 04, 2025",blood_test,CALCIUM
0100200062,CALCIUM CARBONATE/CHOLECALCIFEROL,,MEDICINES,16,16,"September 04, 2025",blood_test,CALCIUM
0101200063,CALCIUM CARBONATE/CHOLECALCIFEROL/MINERALS,,MEDICINES,16,16,"September 04, 2025",blood_test,CALCIUM
0101110000,CALCIUM CHLORIDE,,MEDICINES,2048,5598,"February 07, 2026",blood_test,CHLORIDE;CALCIUM
0101180000,CALCIUM DOBESILATE,,MEDICINES,76,76,"July 02, 2025",blood_test,CALCIUM
0100040200,CALCIUM FOLINATE,,MEDICINES,955,1323,"February 07, 2026",blood_test,CALCIUM
0100110001,CALCIUM GLUCONATE,,MEDICINES,97,389,"September 06, 2025",blood_test,CALCIUM
0101200000,CALCIUM PANTOTHENIC/AMINO ACIDS/MULTIVITAMINS,,MEDICINES,24,24,"September 04, 2025",blood_test,CALCIUM
0100130311,CALCIUM SENNOSIDES,,MEDICINES,30,42,"September 06, 2025",blood_test,CALCIUM
0101200108,CALCIUM/CHOLECALCIFEROL/MINERALS,,MEDICINES,17,17,"July 02, 2025",blood_test,CALCIUM
0101200065,CALCIUMCARBONATE/CALCITRIOL/ZINC PICOLINATE,,MEDICINES,16,16,"September 04, 2025",blood_test,CALCIUM
0101180452,CAPRYLIC/CAPRIC TRIGLYCERIDE/HELIANTHUS ANNUUS SEE,,MEDICINES,2754,2754,"September 04, 2025",blood_test,TRIGLYCERIDE
0100120406,CARBOXY METHYLCELLULOSE SODIUM,,MEDICINES,918,940,"February 07, 2026",blood_test,SODIUM
0101120407,CARBOXY METHYLCELLULOSE SODIUM,,MEDICINES,918,940,"February 07, 2026",blood_test,SODIUM
0101120406,CARBOXY METHYLCELLULOSE SODIUM/GLYCERIN,,MEDICINES,446,880,"September 06, 2025",blood_test,SODIUM
0101120412,CARBOXY METHYLCELLULOSE SODIUM/GLYCERIN/POLYSORBAT,,MEDICINES,899,899,"September 04, 2025",blood_test,SODIUM
0101212502,CARBOXYMETHYL CELLULOSE/PETROLEUM JELLY/SILVER SAL,,MEDICINES,788,1465,"July 02, 2025",radiologic,PET
0101120408,CARBOXYMETHYLCELLULOSE/PARAFFIN/PETROLEUM JELLY/CA,,MEDICINES,225,1501,"September 08, 2025",radiologic,PET
0101200114,CARNITINE OROTATE/SILYMARIN/PHOSPHOLIPIDS/ZN/BCOMPLEX,,MEDICINES,46,46,"November 24, 2025",blood_test,LIPID
0100030114,CEFAZOLIN SODIUM,,MEDICINES,307,753,"February 07, 2026",blood_test,SODIUM
0101030199014,CEFOTAXIME SODIUM,,MEDICINES,1070,1070,"February 07, 2026",blood_test,SODIUM
0100030120,CEFOXITIN SODIUM,,MEDICINES,1439,2643,"February 07, 2026",blood_test,SODIUM
0101030199011,CEFOXITIN SODIUM,,MEDICINES,1439,2643,"February 07, 2026",blood_test,SODIUM
0100030123,CEFTRIAXONE SODIUM,,MEDICINES,922,1991,"September 06, 2025",blood_test,SODIUM
0101030199012,CEFTRIAXONE SODIUM/SULBACTAM,,MEDICINES,2418,2418,"July 02, 2025",blood_test,SODIUM
0100030126,CEFUROXIME SODIUM,,MEDICINES,494,799,"February 07, 2026",blood_test,SODIUM
0100030197,COLISTIMETHANE SODIUM,,MEDICINES,5740,5740,"February 07, 2026",blood_test,SODIUM
0102010005,DESREM100MG IN NSS250ML MAINTENANCE,REMDESIVIR,MEDICINES,4390,4390,"July 02, 2025",blood_test,ESR
0102010004,DESREM200MG IN NSS500ML LOADINGDOSE,REMDESIVIR,MEDICINES,8780,8780,"July 02, 2025",blood_test,ESR
010103051401,DESREM; VIAL 100MG,REMDESIVIR,MEDICINES,4390,4390,"July 02, 2025",blood_test,ESR
0101160404,DEXTROMETHORPHAN/GUAIFENESIN/SODIUM CITRATE,,MEDICINES,285,285,"September 08, 2025",blood_test,SODIUM
0100110038,DEXTROSE 5%/SODIUM CHLORIDE 0.9%,,MEDICINES,218,242,"September 08, 2025",blood_test,SODIUM;CHLORIDE
0100110014,DEXTROSE/POTASSIUM/SODIUM/CL/CITRATE,,MEDICINES,74,248,"September 08, 2025",blood_test,SODIUM;POTASSIUM
0101110039,DEXTROSE/POTASSIUM/SODIUM/CL/CITRATE,,MEDICINES,74,248,"September 08, 2025",blood_test,SODIUM;POTASSIUM
0101200102,DICALCIUM PHOSPHATE/GLUTAMIC ACID/THIAMINE/VIT B12,,MEDICINES,16,16,"September 08, 2025",blood_test,CALCIUM
0101210603,DISODIUM CLODRONATE,,MEDICINES,277,277,"July 02, 2025",blood_test,SODIUM
0101212100,DISODIUM GADOXETATE,,MEDICINES,18759,18759,"September 04, 2025",blood_test,SODIUM
0101120902,DOCUSATE SODIUM,,MEDICINES,682,682,"February 07, 2026",blood_test,SODIUM
0100030524,DOLUTEGRAVIR SODIUM,,MEDICINES,2674,2674,"October 28, 2025",blood_test,SODIUM
01010301110,DORIPENEM MONOHYDRATE/SODIUM CHLORIDE,,MEDICINES,6447,6447,"December 03, 2025",blood_test,SODIUM;CHLORIDE
010111001600,DUOSOL; CHAMBER BAG 5L,ELECTROLYTES/GLUCOSE/BICARBONATE,MEDICINES,2800,2800,"July 02, 2025",blood_test,ELECTROLYTE
0100110204,ELECTROLYTES/GLUCOSE,,MEDICINES,16,16,"September 08, 2025",blood_test,GLUCOSE;ELECTROLYTE
0101110016,ELECTROLYTES/GLUCOSE/BICARBONATE,,MEDICINES,2800,3454,"September 11, 2025",blood_test,GLUCOSE;ELECTROLYTE
0104070001,ELECTROLYTES/GLUCOSE/BICARBONATE,,MEDICINES,2800,3454,"September 11, 2025",blood_test,GLUCOSE;ELECTROLYTE
0101110043,ELECTROLYTES/TRACE ELEMENTS,,MEDICINES,569,569,"September 08, 2025",blood_test,ELECTROLYTE
0101200014,ELEMENTAL IRON/VITAMIN C/FOLIC ACID,,MEDICINES,56,56,"September 08, 2025",blood_test,IRON
0101200015,ELEMENTAL IRON/VITAMIN C/NIACINAMIDE,,MEDICINES,55,770,"September 08, 2025",blood_test,IRON
0101090025,FOSPHENYTOIN SODIUM,,MEDICINES,4178,4178,"February 07, 2026",blood_test,SODIUM
0101110308,FUROSEMIDE/POTASSIUM CHLORIDE,,MEDICINES,35,35,"September 08, 2025",blood_test,POTASSIUM;CHLORIDE
0101120906,GENTIAN ROOT/PRIMULAE FLOS/RUMICUS HERBA/SAMBUCI F,,MEDICINES,20,20,"September 08, 2025",facility,ICU
0100110214,GLUCOSE/AMINOACIDS/ELECTROLYTES/VIT B1,,MEDICINES,1610,3048,"September 08, 2025",blood_test,GLUCOSE;ELECTROLYTE
0100110206,GLUCOSE/AMINOACIDS/LIPIDS/ELECTROLYTES,,MEDICINES,3085,12929,"September 08, 2025",blood_test,GLUCOSE;LIPID;ELECTROLYTE
0101110206,GLUCOSE/AMINOACIDS/LIPIDS/ELECTROLYTES,,MEDICINES,3085,12929,"September 08, 2025",blood_test,GLUCOSE;LIPID;ELECTROLYTE
0101170005,HEPATITIS A AND B,,MEDICINES,2109,3435,"September 08, 2025",blood_test,HEPATITIS
0100170006,HEPATITIS A VACCINE,,MEDICINES,3244,3244,"February 07, 2026",blood_test,HEPATITIS
0100170007,HEPATITIS B IMMUNOGLOBULIN HUMAN,,MEDICINES,3744,3744,"September 08, 2025",blood_test,HEPATITIS
0100170008,HEPATITIS B VACCINE,,MEDICINES,533,1240,"February 07, 2026",blood_test,HEPATITIS
0100170009,HEPATITIS B/DTP,,MEDICINES,1138,1138,"September 08, 2025",blood_test,HEPATITIS
0100110600,HUMAN ALBUMIN,,MEDICINES,7131,11387,"February 07, 2026",blood_test,ALBUMIN
0100140017,HYDROCORTISONE SODIUM SUCCINATE,,MEDICINES,264,939,"September 08, 2025",blood_test,SODIUM
0101131200,HYDROTALCITE/MAGNESIUM HYDROXIDE/DIMETHICONE,,MEDICINES,11,11,"September 08, 2025",blood_test,MAGNESIUM
0100040029,HYDROXYUREA,,MEDICINES,92,92,"February 07, 2026",blood_test,UREA
0101212503,HYPOCHLOROUS ACID/SODIUM HYPOCHLORITE,,MEDICINES,1327,1327,"July 02, 2025",blood_test,SODIUM
01010301111,IMIPENEM/CILASTATIN/SODIUM CHLORIDE,,MEDICINES,1984,1984,"December 03, 2025",blood_test,SODIUM;CHLORIDE
0101080221,INCLISIRAN SODIUM,,MEDICINES,168725,168725,"July 02, 2025",blood_test,SODIUM
0101200112,IRON,,MEDICINES,6,20,"September 08, 2025",blood_test,IRON
0100200028,IRON SUCROSE,,MEDICINES,414,853,"February 07, 2026",blood_test,IRON
0101200030,L-LYSINEHCL/FERRIC PYROPHOSPHATE/ELEMENTAL IRON,,MEDICINES,242,242,"September 08, 2025",blood_test,IRON
0100110213,LIPIDS/OMEGA-3,,MEDICINES,2833,2833,"February 07, 2026",blood_test,LIPID
0101080716,LOSARTAN POTASSIUM/AMLODIPINE BESILATE,,MEDICINES,38,60,"February 07, 2026",blood_test,POTASSIUM
0103050404,LOSARTAN POTASSIUM/HCTZ,,MEDICINES,26,34,"September 08, 2025",blood_test,POTASSIUM
0104050602,LOSARTAN POTASSIUM/HCTZ,,MEDICINES,26,34,"September 08, 2025",blood_test,POTASSIUM
0101130002,MAGNESIUM OXIDE,,MEDICINES,13,13,"September 08, 2025",blood_test,MAGNESIUM
0100110019,MAGNESIUM SULFATE,,MEDICINES,91,188,"February 07, 2026",blood_test,MAGNESIUM
0100140021,METHYLPREDNISOLONE SODIUM SUCCINATE,,MEDICINES,599,10606,"February 07, 2026",blood_test,SODIUM
0100030222,MICAFUNGIN SODIUM,,MEDICINES,9911,9911,"February 07, 2026",blood_test,SODIUM
0100030225,MICAFUNGIN SODIUM/SODIUM CHLORIDE,,MEDICINES,9067,9067,"December 03, 2025",blood_test,SODIUM;CHLORIDE
0101200036,MULTIVITAMINS/IRON,,MEDICINES,40,136,"February 07, 2026",blood_test,IRON
0101200019,MULTIVITAMINS/IRON/DOCUSATE SODIUM,,MEDICINES,32,32,"September 08, 2025",blood_test,SODIUM;IRON
0101200040,MULTIVITAMINS/MINERALS/IRON,,MEDICINES,18,18,"September 08, 2025",blood_test,IRON
0103110203,MYCOPHENOLATE SODIUM,,MEDICINES,94,94,"July 02, 2025",blood_test,SODIUM
0100110021,NA CHLORIDE/TRI NA CITRATE DIHYDRATE/POTASSIUM CH,,MEDICINES,27,30,"September 08, 2025",blood_test,POTASSIUM;CHLORIDE
0100110041,NACL/KCL/DIBASIC SOD PHOSPHATE/SODIUM BICARBONATE,,MEDICINES,4883,4883,"September 08, 2025",blood_test,SODIUM
0101070105,NADROPARIN CALCIUM,,MEDICINES,595,1390,"September 08, 2025",blood_test,CALCIUM
0104040001,NADROPARIN CALCIUM,,MEDICINES,595,1390,"September 08, 2025",blood_test,CALCIUM
0100000012,NAPROXEN SODIUM,,MEDICINES,20,51,"September 08, 2025",blood_test,SODIUM
0101000022,NAPROXEN SODIUM/PARACETAMOL,,MEDICINES,36,36,"July 02, 2025",blood_test,SODIUM
0101180418,NATURAL LIPIDS/PALMITOYL ETHANOL AMIDE EMOLLIENT,,MEDICINES,1310,2611,"July 02, 2025",blood_test,LIPID
0101131006,OMEPRAZOLE/SODIUM BICARBONATE,,MEDICINES,55,73,"September 08, 2025",blood_test,SODIUM
0101212108,PATENT BLUE V SODIUM,,MEDICINES,21390,21390,"July 02, 2025",blood_test,SODIUM
0101040053,PEMETREXED DISODIUM,,MEDICINES,11627,109795,"February 07, 2026",blood_test,SODIUM
0101090023,PERAMPANEL,,MEDICINES,110,160,"February 07, 2026",blood_test,PANEL
0100000209,PETHIDINE HCL,,MEDICINES,195,932,"October 23, 2025",radiologic,PET
0101000209,PETHIDINE HCL,,MEDICINES,195,932,"October 23, 2025",radiologic,PET
0100090022,PHENYTOIN SODIUM,,MEDICINES,987,8852,"September 08, 2025",blood_test,SODIUM
0101130402,PHOSPHOLIPIDS,,MEDICINES,66,66,"September 24, 2025",blood_test,LIPID
0101080214,PITAVASTATIN CALCIUM,,MEDICINES,48,54,"February 07, 2026",blood_test,CALCIUM
0101110046,POTASSIUM ACID PHOSPHATE,,MEDICINES,2915,2915,"September 08, 2025",blood_test,POTASSIUM
0100110024,POTASSIUM CHLORIDE,,MEDICINES,37,136,"February 07, 2026",blood_test,POTASSIUM;CHLORIDE
0100110026,POTASSIUM CITRATE,,MEDICINES,47,51,"September 08, 2025",blood_test,POTASSIUM
0101120210,POTASSIUM IODIDE/SODIUM IODIDE,,MEDICINES,598,598,"September 08, 2025",blood_test,SODIUM;POTASSIUM
0100131003,RABEPRAZOLE SODIUM,,MEDICINES,121,1516,"February 07, 2026",blood_test,SODIUM
0101131003,RABEPRAZOLE SODIUM,,MEDICINES,121,1516,"February 07, 2026",blood_test,SODIUM
0100080213,ROSUVASTATIN CALCIUM,,MEDICINES,50,196,"September 08, 2025",blood_test,CALCIUM
0101080217,ROSUVASTATIN CALCIUM,,MEDICINES,50,196,"September 08, 2025",blood_test,CALCIUM
0101180603,SESAMUM INDICUM/CERA FLAVA/OPUNTIA DILLENI,,MEDICINES,1884,1884,"September 08, 2025",facility,ICU
0101200095,SODIUM ASCORBATE,,MEDICINES,14,14,"September 08, 2025",blood_test,SODIUM
0101200099,SODIUM ASCORBATE/ZINC SULFATE MONOHYDRATE,,MEDICINES,14,14,"September 08, 2025",blood_test,SODIUM
0100110033,SODIUM BICARBONATE,,MEDICINES,2,848,"September 08, 2025",blood_test,SODIUM
0101110037,SODIUM BICARBONATE/SODIUM CITRATE/CITRIC ACID/TART,,MEDICINES,49,49,"July 02, 2025",blood_test,SODIUM
0100110034,SODIUM CHLORIDE,,MEDICINES,19,341,"February 07, 2026",blood_test,SODIUM;CHLORIDE
0101110034,SODIUM CHLORIDE,,MEDICINES,19,341,"February 07, 2026",blood_test,SODIUM;CHLORIDE
0101120909,SODIUM CHLORIDE,,MEDICINES,19,341,"February 07, 2026",blood_test,SODIUM;CHLORIDE
0101160117,SODIUM CHLORIDE,,MEDICINES,19,341,"February 07, 2026",blood_test,SODIUM;CHLORIDE
0100110035,SODIUM CHLORIDE 0.9%,,MEDICINES,124,309,"September 08, 2025",blood_test,SODIUM;CHLORIDE
0101110035,SODIUM CHLORIDE 0.9%,,MEDICINES,124,309,"September 08, 2025",blood_test,SODIUM;CHLORIDE
0101160116,SODIUM CHLORIDE/POTASSIUM CHLORIDE/CA LACTATE,,MEDICINES,27,583,"September 08, 2025",blood_test,SODIUM;POTASSIUM;CHLORIDE
0101110036,SODIUM CHLORIDE/POTASSIUM CHLORIDE/MAGNESIUM SULFA,,MEDICINES,406,406,"September 08, 2025",blood_test,SODIUM;POTASSIUM;CHLORIDE;MAGNESIUM
0100110036,SODIUM CHLORIDE/POTASSIUM CHLORIDE/MAGNESIUM SULFATE,,MEDICINES,444,2844,"September 08, 2025",blood_test,SODIUM;POTASSIUM;CHLORIDE;MAGNESIUM
0101211900,SODIUM CHONDROITIN SULFATE/SODIUM HYALURONATE,,MEDICINES,5852,5890,"July 02, 2025",blood_test,SODIUM
0100030187,SODIUM FUSIDATE,,MEDICINES,206,2491,"September 08, 2025",blood_test,SODIUM
0101030187,SODIUM FUSIDATE,,MEDICINES,206,2491,"September 08, 2025",blood_test,SODIUM
0100120905,SODIUM HYALURONATE,,MEDICINES,635,6836,"September 08, 2025",blood_test,SODIUM
0101120905,SODIUM HYALURONATE,,MEDICINES,635,6836,"September 08, 2025",blood_test,SODIUM
0100080409,SODIUM NITROPRUSSIDE,,MEDICINES,1587,1587,"July 02, 2025",blood_test,SODIUM
0101130312,SODIUM PICOSULFATE/MAGNESIUM OXIDE/CITRIC ACID,,MEDICINES,781,882,"September 08, 2025",blood_test,SODIUM;MAGNESIUM
0100090017,SODIUM VALPROATE,,MEDICINES,466,3572,"September 08, 2025",blood_test,SODIUM
0101090024,SODIUM VALPROATE,,MEDICINES,466,3572,"September 08, 2025",blood_test,SODIUM
0101090020,SODIUM VALPROATE/VALPROIC ACID,,MEDICINES,50,61,"September 08, 2025",blood_test,SODIUM
0101110042,SODIUM/POTASSIUM/CALCIUM/MAGNESIUM/CHLORIDE/ACETAT,,MEDICINES,524,524,"September 08, 2025",blood_test,SODIUM;POTASSIUM;CHLORIDE;CALCIUM;MAGNESIUM
0101110044,SODIUM/POTASSIUM/CARBOHYDRATES/SUGAR,,MEDICINES,95,95,"September 11, 2025",blood_test,SODIUM;POTASSIUM
0101110014,SODIUM/POTASSIUM/MAGNESIUM/CALCIUM/CL/LACTATE,,MEDICINES,231,231,"September 08, 2025",blood_test,SODIUM;POTASSIUM;CALCIUM;MAGNESIUM
0100081000,SPIRONOLACTONE,,MEDICINES,48,109,"September 08, 2025",blood_test,IRON
0101081001,SPIRONOLACTONE/HYDROFLUMETHIAZIDE,,MEDICINES,35,35,"September 08, 2025",blood_test,IRON
0101200110,SUCROSOMIAL IRON/VIT C/FOLIC ACID/VIT D3/VIT B612,,MEDICINES,116,116,"July 02, 2025",blood_test,IRON
01010301112,TIGECYCLINE/SODIUM CHLORIDE,,MEDICINES,4516,8560,"December 03, 2025",blood_test,SODIUM;CHLORIDE
0101180416,UREA,,MEDICINES,1089,1527,"September 08, 2025",blood_test,UREA
01000301103,VANCOMYCIN HCL/SODIUM CHLORIDE,,MEDICINES,2124,2718,"December 03, 2025",blood_test,SODIUM;CHLORIDE
0101200087,VITAMIN A/VITAMIN D/CA HYPOPHOSPHITE,,MEDICINES,487,487,"September 04, 2025",blood_test,VITAMIN D
0101200098,VITAMIN B1B6B12/ELEMENTAL IRON/LYSINE,,MEDICINES,197,197,"September 04, 2025",blood_test,IRON
0101200058,VITAMIN D3,,MEDICINES,11,1058,"September 06, 2025",blood_test,VITAMIN D
0101180435,WATER/GLYCERIN/CETEARYL ALCOHOL/PETROLATUM,,MEDICINES,270,270,"September 03, 2025",radiologic,PET
0101180427,WATER/GLYCERIN/STEARIC ACID/PETROLATUM,,MEDICINES,143,143,"September 03, 2025",radiologic,PET
0101180428,WATER/SODIUM LAURETH SULFATE/COCAMIDOPROPYL BETAIN,,MEDICINES,205,483,"September 06, 2025",blood_test,SODIUM
04220035,MEMORY PLUS PACKAGE,,MEMORY PLUS,21000,57500,"March 03, 2026",blood_test,PACKAGE
18390001,MOVEMENT DISORDER PACKAGE,,MOVEMENT DISORDERS,14700,18400,"March 03, 2026",blood_test,PACKAGE
0430030001,MR CHOLANGIOPANCREATOGRAPHY W/ CONTRAST,,MRI,18900,36500,"March 04, 2026",radiologic,CONTRAST
0430030004,MRA ABDOMEN W/ CONTRAST,,MRI,25600,49700,"March 04, 2026",radiologic,CONTRAST
0430030128,MRA ABDOMINAL AORTA W/ CONTRAST,,MRI,25400,49500,"March 04, 2026",radiologic,CONTRAST
0430030005,MRA BRAIN W/ AND W/O CONTRAST,,MRI,10900,29000,"March 04, 2026",radiologic,CONTRAST
0430030006,MRA CHEST W/ IV CONTRAST,,MRI,24700,48600,"March 04, 2026",radiologic,CONTRAST
0430030007,MRA FACE W/ CONTRAST,,MRI,24700,48600,"March 04, 2026",radiologic,CONTRAST
0430030008,MRA KIDNEY (RENAL ARTERIES) W/ CONTRAST,,MRI,24700,48600,"March 04, 2026",radiologic,CONTRAST
0430030009,MRA NECK & CAROTID W/ CONTRAST,,MRI,19100,37200,"March 04, 2026",radiologic,CONTRAST
0430030129,MRA NECK W/O CONTRAST,,MRI,10900,23400,"March 04, 2026",radiologic,CONTRAST
0430030010,MRA PERIPHERAL W/ CONTRAST,,MRI,30800,56600,"March 04, 2026",radiologic,CONTRAST
0430030011,MRA RENAL ARTERIES W/O CONTRAST,,MRI,16700,32700,"March 04, 2026",radiologic,CONTRAST
0430030012,MRA THORACIC AORTA W/ CONTRAST,,MRI,25400,49500,"March 04, 2026",radiologic,CONTRAST
0430030013,MRA UPPER ABDOMEN W/ CONTRAST,,MRI,25000,49000,"March 04, 2026",radiologic,CONTRAST
0430030014,MRI & MRA HEAD & MRA CAROTID W/ IV CONTRAST,,MRI,22800,46200,"March 04, 2026",radiologic,MRI;CONTRAST
0430030015,MRI ADRENAL GLANDS W/ AND W/O CONTRAST,,MRI,12600,34800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030033,MRI ANKLE W/ AND W/O CONTRAST,,MRI,11300,28800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030034,MRI ARM W/ AND W/O CONTRAST,,MRI,11300,28800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030016,MRI ARTHROGRAM,,MRI,14800,28800,"March 04, 2026",radiologic,MRI
0430030130,MRI BRAIN CSF FLOW W/O CONTRAST,,MRI,17700,33400,"March 04, 2026",radiologic,MRI;CONTRAST
0430030131,MRI BRAIN DWIS ONLY W/O CONTRAST,,MRI,7800,18300,"March 04, 2026",radiologic,MRI;CONTRAST
0430030132,MRI BRAIN KOLIBRI W/ AND W/O CONTRAST,,MRI,11300,26600,"March 04, 2026",radiologic,MRI;CONTRAST
0430030133,MRI BRAIN PERFUSION W/ CONTRAST,,MRI,30400,56200,"March 04, 2026",radiologic,MRI;CONTRAST
0430030018,MRI BRAIN STEM RECONSTRUCTION (THIN SLICE 1MM),,MRI,2850,3600,"March 04, 2026",radiologic,MRI
0430030134,MRI BRAIN W/ AND W/O CONTRAST,,MRI,11300,26700,"March 04, 2026",radiologic,MRI;CONTRAST
