mmc_code,name,generic_name,mmc_type,price_low,price_high,as_of,search_category,matched_terms
206,ORIF OF PELVIC FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),40000,80000,"September 01, 2023",procedure,FRACTURE
172,ORIF OF PELVIC FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),100000,160000,"September 01, 2023",procedure,FRACTURE
204,ORIF OF PERIARTICULAR ELBOW FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),28000,50000,"September 01, 2023",facility,ICU;FRACTURE
170,ORIF OF PERIARTICULAR ELBOW FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),70000,100000,"September 01, 2023",facility,ICU;FRACTURE
212,ORIF OF PROXIMAL FEMORAL (HIP) FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),28800,57500,"September 01, 2023",procedure,FRACTURE
176,ORIF OF PROXIMAL FEMORAL (HIP) FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),72000,115000,"September 01, 2023",procedure,FRACTURE
194,ORIF OF PROXIMAL HUMERUS FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),28000,50000,"September 01, 2023",procedure,FRACTURE
166,ORIF OF PROXIMAL HUMERUS FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),70000,100000,"September 01, 2023",procedure,FRACTURE
216,ORIF OF SUPRACONDYLAR FEMUR FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),24000,50000,"September 01, 2023",procedure,FRACTURE
178,ORIF OF SUPRACONDYLAR FEMUR FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),60000,100000,"September 01, 2023",procedure,FRACTURE
201,ORIF OF SUPRACONDYLAR HUMERUS FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),24000,47500,"September 01, 2023",procedure,FRACTURE
168,ORIF OF SUPRACONDYLAR HUMERUS FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),60000,95000,"September 01, 2023",procedure,FRACTURE
224,ORIF OF TALAR BONE FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),21600,28000,"September 01, 2023",procedure,FRACTURE
185,ORIF OF TALAR BONE FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),54000,70000,"September 01, 2023",procedure,FRACTURE
223,ORIF OF TIBIAL PLAFOND FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),26400,55000,"September 01, 2023",procedure,FRACTURE
184,ORIF OF TIBIAL PLAFOND FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),66000,110000,"September 01, 2023",procedure,FRACTURE
220,ORIF OF TIBIAL PLATEAU FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),24000,55000,"September 01, 2023",procedure,FRACTURE
180,ORIF OF TIBIAL PLATEAU FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),60000,110000,"September 01, 2023",procedure,FRACTURE
221,ORIF OF TIBIAL SHAFT FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),26400,52500,"September 01, 2023",procedure,FRACTURE
181,ORIF OF TIBIAL SHAFT FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),66000,105000,"September 01, 2023",procedure,FRACTURE
230,ORIF OF TOE FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),10000,17500,"September 01, 2023",procedure,FRACTURE
188,ORIF OF TOE FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),25000,35000,"September 01, 2023",procedure,FRACTURE
290,OTOENDOSCOPY - OTORHINOLARYNGOLOGY,,CLINICAL SERVICES (PROF FEE),3000,6000,"September 01, 2023",procedure,ENDOSCOPY
119,PARTIAL HIP ARTHROPLASTY (ELECTIVE) - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),28000,50000,"September 01, 2023",procedure,ARTHROPLASTY
136,PARTIAL HIP ARTHROPLASTY (ELECTIVE) - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),70000,100000,"September 01, 2023",procedure,ARTHROPLASTY
211,PARTIAL HIP ARTHROPLASTY OF ANY HIP FRACTURE - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),28000,55000,"September 01, 2023",procedure,ARTHROPLASTY;FRACTURE
175,PARTIAL HIP ARTHROPLASTY OF ANY HIP FRACTURE - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),70000,110000,"September 01, 2023",procedure,ARTHROPLASTY;FRACTURE
388,PARTIAL MASTECTOMY + SENTINEL NODE + ALND - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),100,80000,"August 31, 2023",procedure,MASTECTOMY
412,PARTIAL MASTECTOMY + SENTINEL NODE + ALND - SURGERY,,CLINICAL SERVICES (PROF FEE),125000,175000,"August 31, 2023",procedure,MASTECTOMY
778,PEDIATRIC INTENSIVE CARE UNIT - INTUBATION - PEDIATRICS,,CLINICAL SERVICES (PROF FEE),10000,10000,"October 23, 2023",facility,INTENSIVE CARE
271,PERONEAL TENDOSCOPY/REPAIR - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),45000,60000,"September 01, 2023",procedure,ENDOSCOPY
353,PLATELET RICH PLASMA INJECTION; PROCEDURE ONLY - PHYSICAL MEDICINE AND REHABILITATION,,CLINICAL SERVICES (PROF FEE),25000,90000,"September 01, 2023",blood_test,PLATELET
640,POINT OF CARE ULTRASOUND - EMERGENCY MEDICINE,,CLINICAL SERVICES (PROF FEE),1800,1800,"September 01, 2023",radiologic,ULTRASOUND
691,PRECIPITATE DELIVERY - EMERGENCY MEDICINE,,CLINICAL SERVICES (PROF FEE),3600,3600,"September 01, 2023",procedure,DELIVERY
449,PROSTATE BIOPSY - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),1000,25000,"September 01, 2023",procedure,BIOPSY
483,PROSTATE BIOPSY - SURGERY,,CLINICAL SERVICES (PROF FEE),2000,50000,"September 01, 2023",procedure,BIOPSY
87,RADIOACTIVE IODINE THERAPY - NUCLEAR MEDICINE,,CLINICAL SERVICES (PROF FEE),8000,45000,"September 01, 2023",radiologic,NUCLEAR
372,RIGID NASAL / LARYNGEAL ENDOSCOPY - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),2000,5000,"October 21, 2023",procedure,ENDOSCOPY
280,RIGID NASAL / LARYNGEAL ENDOSCOPY - OTORHINOLARYNGOLOGY,,CLINICAL SERVICES (PROF FEE),5000,10000,"September 01, 2023",procedure,ENDOSCOPY
22,SEMI PRIVATE ROOM - PULMONARY MEDICINE,,CLINICAL SERVICES (PROF FEE),2000,3000,"August 31, 2023",facility,PRIVATE ROOM
303,SHOULDER/HIP DISARTICULATION - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),32000,50000,"August 31, 2023",facility,ICU
232,SHOULDER/HIP DISARTICULATION - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),80000,100000,"August 31, 2023",facility,ICU
601,SKIN BIOPSY - DERMATOLOGY,,CLINICAL SERVICES (PROF FEE),1000,5000,"August 31, 2023",procedure,BIOPSY
23,SMALL PRIVATE ROOM - PULMONARY MEDICINE,,CLINICAL SERVICES (PROF FEE),2500,4000,"August 31, 2023",facility,PRIVATE ROOM
320,SUPRACONDYLAR FRACTURE CLOSED RX AND PINNING - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),10000,25000,"August 31, 2023",procedure,FRACTURE
248,SUPRACONDYLAR FRACTURE CLOSED RX AND PINNING - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),25000,50000,"August 31, 2023",procedure,FRACTURE
321,SUPRACONDYLAR FRACTURE OPEN REDUCTION W/ PINNING - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),14000,27500,"August 31, 2023",procedure,FRACTURE
249,SUPRACONDYLAR FRACTURE OPEN REDUCTION W/ PINNING - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),35000,55000,"August 31, 2023",procedure,FRACTURE
68,SURAL NERVE BIOPSY - NEUROLOGICAL SCIENCES,,CLINICAL SERVICES (PROF FEE),10000,20000,"August 31, 2023",procedure,BIOPSY
504,THORACOTOMY; RESECTION OF LUNG; 1 OR MORE LOBES - SURGERY,,CLINICAL SERVICES (PROF FEE),200000,400000,"September 01, 2023",procedure,THORACOTOMY
162,TOTAL HIP ARTHROPLASTY (UNILATERAL) - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),40000,87500,"August 31, 2023",procedure,ARTHROPLASTY
149,TOTAL HIP ARTHROPLASTY (UNILATERAL) - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),100000,175000,"August 31, 2023",procedure,ARTHROPLASTY
702,TRANSEOPHAGEAL ECHOCARDIOGRAM INTRAOPERATIVE - CARDIOLOGY,,CLINICAL SERVICES (PROF FEE),20000,30000,"August 31, 2023",radiologic,ECHOCARDIOGRAM
701,TRANSEOPHAGEAL ECHOCARDIOGRAM OUTPATIENT - CARDIOLOGY,,CLINICAL SERVICES (PROF FEE),10000,16000,"August 31, 2023",radiologic,ECHOCARDIOGRAM
360,ULTRASOUND GUIDED GUIDED INJECTION - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),4000,7500,"August 31, 2023",radiologic,ULTRASOUND
275,ULTRASOUND GUIDED GUIDED INJECTION - ORTHOPEDIC SURGERY,,CLINICAL SERVICES (PROF FEE),10000,15000,"August 31, 2023",radiologic,ULTRASOUND
86,VAGINAL DELIVERY - ANESTHESIOLOGY,,CLINICAL SERVICES (PROF FEE),7000,100000,"August 31, 2023",procedure,DELIVERY
113,VAGINAL DELIVERY - OBSTETRICS & GYNECOLOGY,,CLINICAL SERVICES (PROF FEE),5000,200000,"August 31, 2023",procedure,DELIVERY
755,WARD - CARDIOLOGY,,CLINICAL SERVICES (PROF FEE),850,2550,"October 23, 2023",facility,WARD
21,WARD - PULMONARY MEDICINE,,CLINICAL SERVICES (PROF FEE),1500,2000,"August 31, 2023",facility,WARD
04080007,CATARACT DIAGNOSTIC FOR CONTACT ONE EYE / BOTH EYES,,CLS EYE CENTER,2370,9200,"March 02, 2026",procedure,CATARACT
04080021,EYE ULTRASOUND - B SCAN EXTRA COPY,,CLS EYE CENTER,485,610,"March 02, 2026",radiologic,ULTRASOUND
04080020,EYE ULTRASOUND - B SCAN ONE EYE / BOTH EYES,,CLS EYE CENTER,3800,9200,"March 02, 2026",radiologic,ULTRASOUND
04080023,FLUORESCEIN ANGIOGRAM,,CLS EYE CENTER,5200,6400,"March 05, 2026",radiologic,ANGIOGRAM
04440001,ADDITIONAL PER HOUR HEMODIALYSIS (ICU),,CRITICAL CARE UNIT,370,370,"July 21, 2021",facility,ICU
04440005,ECMO ICU,,CRITICAL CARE UNIT,25310,25310,"July 21, 2021",facility,ICU
04440007,HEMODIAFILTRATION ICU,,CRITICAL CARE UNIT,8970,8970,"October 20, 2023",facility,ICU
04440008,HEMOPERFUSION ICU SET-UP,,CRITICAL CARE UNIT,2300,2300,"October 20, 2023",facility,ICU
04440009,ICU MONITORING,,CRITICAL CARE UNIT,4120,4430,"November 04, 2025",facility,ICU
04440013,USE OF ICU ROOM,,CRITICAL CARE UNIT,1850,1850,"October 20, 2023",facility,ICU
04390007,BONE HEALTH SCREENING BUNDLE,,CTTM,9000,11300,"March 13, 2026",blood_test,BUN
04390008,CTTM VIRAL LOAD BUNDLE,,CTTM,14500,18200,"April 01, 2026",blood_test,BUN
04390006,EYE EXAM BUNDLE,,CTTM,5000,7400,"March 13, 2026",blood_test,BUN
0416020001,CAPILLARY BLOOD GLUCOSE CARDIAC REHAB,,CVDL - CARDIAC REHAB,405,510,"March 04, 2026",blood_test,GLUCOSE
18120001,CARDIAC REHAB EDUCATION PROGRAM PACKAGE,,CVDL - CARDIAC REHAB,3070,3900,"March 04, 2026",blood_test,PACKAGE
18120002,CARDIAC REHAB PACKAGE,,CVDL - CARDIAC REHAB,6400,16300,"March 04, 2026",blood_test,PACKAGE
0416010009,2D + 3D ECHOCARDIOGRAM,,CVDL - HEART STATION,14500,28000,"March 04, 2026",radiologic,ECHOCARDIOGRAM
0416010023,2D ECHO WITH 3D LV FUNCTION,,CVDL - HEART STATION,10500,17800,"March 04, 2026",radiologic,2D ECHO
0416010010,2D ECHOCARDIOGRAM,,CVDL - HEART STATION,9750,17600,"March 04, 2026",radiologic,ECHOCARDIOGRAM;2D ECHO
0416010024,2D ECHOCARDIOGRAM W/ OPTIMIZATION,,CVDL - HEART STATION,8100,10200,"March 04, 2026",radiologic,ECHOCARDIOGRAM;2D ECHO
0416010025,2D ECHOCARDIOGRAM WITH BUBBLE CONTRAST,,CVDL - HEART STATION,14700,27200,"March 04, 2026",radiologic,ECHOCARDIOGRAM;2D ECHO;CONTRAST
0416010011,3D ECHOCARDIOGRAM,,CVDL - HEART STATION,10500,19700,"March 04, 2026",radiologic,ECHOCARDIOGRAM
0416010012,CAPILLARY BLOOD GLUCOSE,,CVDL - HEART STATION,405,510,"March 04, 2026",blood_test,GLUCOSE
18360003,CPET BUNDLE,,CVDL - HEART STATION,13000,16300,"March 04, 2026",radiologic,PET;BUN
0416010013,DOBUTAMINE STRESS ECHOCARDIOGRAM,,CVDL - HEART STATION,21200,26500,"March 04, 2026",radiologic,ECHOCARDIOGRAM
0416010014,FETAL ECHOCARDIOGRAM,,CVDL - HEART STATION,7300,13800,"March 04, 2026",radiologic,ECHOCARDIOGRAM
18360002,HEART CARE PACKAGE,,CVDL - HEART STATION,4200,13100,"March 04, 2026",blood_test,PACKAGE
18360001,HEART FAILURE CLINIC PROGRAM PACKAGE,,CVDL - HEART STATION,21000,35900,"March 04, 2026",blood_test,PACKAGE
0416010017,PEDIATRIC ECHOCARDIOGRAM,,CVDL - HEART STATION,10600,13300,"March 04, 2026",radiologic,ECHOCARDIOGRAM
0416010020,TRANSESOPHAGEAL ECHOCARDIOGRAM,,CVDL - HEART STATION,32900,71200,"March 04, 2026",radiologic,ECHOCARDIOGRAM
0416010021,TREADMILL STRESS ECHOCARDIOGRAM,,CVDL - HEART STATION,15300,19200,"March 04, 2026",radiologic,ECHOCARDIOGRAM
12010026,ADDITIONAL USE OF DELIVERY ROOM 3OMINS,,DELIVERY SURGERY,2210,2210,"March 04, 2026",procedure,DELIVERY
12010001,CAPILLARY BLOOD GLUCOSE - DR,,DELIVERY SURGERY,405,510,"March 04, 2026",blood_test,GLUCOSE
12010037,CESAREAN SECTION BABY PACKAGE,,DELIVERY SURGERY,17500,29600,"April 06, 2024",blood_test,PACKAGE;CESAREAN
12010038,CESAREAN SECTION MOTHER PACKAGE,,DELIVERY SURGERY,67500,193400,"April 06, 2024",blood_test,PACKAGE;CESAREAN
12010046,CESAREAN SECTION PROCEDURE,,DELIVERY SURGERY,45940,45940,"September 20, 2025",procedure,CESAREAN
12010045,DIAGNOSTIC HYSTEROSCOPY PACKAGE OUTPATIENT,,DELIVERY SURGERY,86000,86000,"April 26, 2024",blood_test,PACKAGE
12010039,DILATATION AND CURETTAGE PACKAGE,,DELIVERY SURGERY,62700,62700,"April 06, 2024",blood_test,PACKAGE
12010004,DR AMBULATORY-GYNE BIOPSY,,DELIVERY SURGERY,3000,3000,"March 04, 2026",procedure,BIOPSY
12010013,DR LAPAROSCOPY (KITTING),,DELIVERY SURGERY,82100,82100,"March 04, 2026",procedure,LAPAROSCOPY
12010044,DR LAPAROSCOPY PACKAGE,,DELIVERY SURGERY,273500,292000,"April 06, 2024",blood_test,PACKAGE;LAPAROSCOPY
12010018,DR OB GYNE MAJOR VAGINAL HYSTERECTOMY,,DELIVERY SURGERY,40590,40590,"September 20, 2025",procedure,HYSTERECTOMY
12010040,EXPLORATORY LAPARATOMY PACKAGE,,DELIVERY SURGERY,172600,202100,"April 06, 2024",blood_test,PACKAGE
12010041,SPONTANEOUS VAGINAL BABY PACKAGE,,DELIVERY SURGERY,18700,28900,"April 06, 2024",blood_test,PACKAGE
12010048,SPONTANEOUS VAGINAL DELIVERY,,DELIVERY SURGERY,32140,32140,"September 20, 2025",procedure,DELIVERY
12010042,SPONTANEOUS VAGINAL MOTHER PACKAGE,,DELIVERY SURGERY,51300,139100,"April 06, 2024",blood_test,PACKAGE
12010043,TAHBSO PACKAGE,,DELIVERY SURGERY,201000,226000,"April 06, 2024",blood_test,PACKAGE
12010031,USE OF DELIVERY ROOM,,DELIVERY SURGERY,4450,8900,"March 04, 2026",procedure,DELIVERY
12010033,USE OF OBSERVATION ROOM 4HRS,,DELIVERY SURGERY,1110,1110,"March 04, 2026",facility,OBSERVATION
12010034,USE OF OBSERVATION ROOM PER HOUR,,DELIVERY SURGERY,336,336,"March 04, 2026",facility,OBSERVATION
12010036,USE OF WATERPROOF DOPPLER,,DELIVERY SURGERY,840,840,"March 04, 2026",radiologic,DOPPLER
12020001,3D ULTRASOUND GYNE,,DR ULTRASOUND,5540,14300,"September 20, 2025",radiologic,ULTRASOUND
12020002,3D ULTRASOUND OB,,DR ULTRASOUND,5540,14600,"September 20, 2025",radiologic,ULTRASOUND
12020003,4D ULTRASOUND OB,,DR ULTRASOUND,7200,15810,"September 20, 2025",radiologic,ULTRASOUND
12020006,DOPPLER SCAN GYNE,,DR ULTRASOUND,5215,13950,"July 21, 2021",radiologic,DOPPLER
12020007,DOPPLER SCAN OB,,DR ULTRASOUND,5530,14130,"September 20, 2025",radiologic,DOPPLER
12020008,DR ULTRASOUND PPE,,DR ULTRASOUND,320,320,"July 21, 2021",radiologic,ULTRASOUND
12020009,DR ULTRASOUND WELLNESS EXAMINATION,,DR ULTRASOUND,2370,2900,"October 29, 2025",radiologic,ULTRASOUND
12020021,FETAL ECHOCARDIOGRAM (DRU),,DR ULTRASOUND,6760,15500,"September 20, 2025",radiologic,ECHOCARDIOGRAM
12020022,GYNE-ONCO ULTRASOUND,,DR ULTRASOUND,8700,17000,"September 20, 2025",radiologic,ULTRASOUND
04150077,ABR/ASSR PACKAGE,,E.N.T. DIAGNOSTIC CENTER,9270,11200,"September 04, 2025",blood_test,PACKAGE
04150003,BIOPSY,,E.N.T. DIAGNOSTIC CENTER,2010,2500,"September 04, 2025",procedure,BIOPSY
04150089,EXCISION BIOPSY OF POST-AURICULAR MASS (ENT),,E.N.T. DIAGNOSTIC CENTER,6685,8030,"September 08, 2025",facility,ICU;BIOPSY
04150038,FINE NEEDLE ASPIRATION BIOPSY ENT-PF NOT INCLUDED,,E.N.T. DIAGNOSTIC CENTER,2790,3400,"September 04, 2025",procedure,BIOPSY
4150087,PEDIATRIC (0-5 YEARS OLD) HEARING PACKAGE,,E.N.T. DIAGNOSTIC CENTER,9550,11500,"November 09, 2022",blood_test,PACKAGE
4150086,PRE-ADOLESCENT HEARING PACKAGE,,E.N.T. DIAGNOSTIC CENTER,1600,2000,"November 09, 2022",blood_test,PACKAGE
04150055,PUNCH BIOPSY,,E.N.T. DIAGNOSTIC CENTER,4330,5200,"October 10, 2025",procedure,BIOPSY
04150066,RIGID NASAL ENDOSCOPY,,E.N.T. DIAGNOSTIC CENTER,6200,7500,"September 04, 2025",procedure,ENDOSCOPY
04150088,SCHOOL AGE (5 YEARS OLD & ABOVE) HEARING PACKAGE,,E.N.T. DIAGNOSTIC CENTER,3000,3600,"September 11, 2023",blood_test,PACKAGE
12030005,BLOOD GLUCOSE METER DEMO,,ENDOCRINE CARE CENTER,116,150,"March 03, 2026",blood_test,GLUCOSE
12030065,CARDIO - DIABETES PACKAGE,,ENDOCRINE CARE CENTER,49900,62400,"March 03, 2026",blood_test,PACKAGE
12030066,COMPREHENSIVE FOOT SCREENING WITH ABI PACKAGE,,ENDOCRINE CARE CENTER,1470,1900,"March 03, 2026",blood_test,PACKAGE
12030077,DIABETES PACKAGE,,ENDOCRINE CARE CENTER,2300,6000,"July 31, 2026",blood_test,PACKAGE
12030070,DM TYPE 1 FULL COURSE PACKAGE,,ENDOCRINE CARE CENTER,3395,4300,"March 03, 2026",blood_test,PACKAGE
12030067,EDUC RENAL DIET PACKAGE,,ENDOCRINE CARE CENTER,1770,2300,"March 03, 2026",blood_test,PACKAGE
12030078,GDM PACKAGE,,ENDOCRINE CARE CENTER,2100,3400,"July 31, 2026",blood_test,PACKAGE
12030068,INSULIN PUMP THERAPY PACKAGE,,ENDOCRINE CARE CENTER,378500,473200,"March 03, 2026",blood_test,PACKAGE
04350017,MEDICAL NUTRITION THERAPY PACKAGE,,ENDOCRINE CARE CENTER,2060,2600,"March 03, 2026",blood_test,PACKAGE
12030082,METABOLIC LAB PACKAGE,,ENDOCRINE CARE CENTER,12000,15000,"July 31, 2026",blood_test,PACKAGE
18240002,ONCO NUTRITION PACKAGE,,ENDOCRINE CARE CENTER,14500,19000,"March 03, 2026",blood_test,PACKAGE
12030076,RDCP PACKAGE,,ENDOCRINE CARE CENTER,2370,2990,"March 03, 2026",blood_test,PACKAGE
12030055,SELF-MONITORING OF BLOOD GLUCOSE,,ENDOCRINE CARE CENTER,655,900,"March 03, 2026",blood_test,GLUCOSE
18240001,VITALITY BASIC A PACKAGE,,ENDOCRINE CARE CENTER,1150,1500,"March 03, 2026",blood_test,PACKAGE
12030081,WEIGHT MANAGEMENT PACKAGE,,ENDOCRINE CARE CENTER,5750,9100,"July 31, 2026",blood_test,PACKAGE
04140003,BIOPSY FORCEP,,ENDOSCOPY UNIT,2500,3200,"March 04, 2026",procedure,BIOPSY
04140004,CAPILLARY BLOOD GLUCOSE ENDOSCOPY,,ENDOSCOPY UNIT,405,500,"March 04, 2026",blood_test,GLUCOSE;ENDOSCOPY
04140006,COLONOSCOPY,,ENDOSCOPY UNIT,14900,41500,"March 04, 2026",procedure,COLONOSCOPY
04140007,ENDOSCOPIC RETROGADE CHOLANGIOPANCREATOGRAPHY ENDOSCOPY,,ENDOSCOPY UNIT,26400,33000,"March 04, 2026",procedure,ENDOSCOPY
04140013,HUMAN ALBUMIN INFUSION,,ENDOSCOPY UNIT,2770,4600,"March 04, 2026",blood_test,ALBUMIN
04140014,IRON SUCROSE,,ENDOSCOPY UNIT,2650,4900,"March 04, 2026",blood_test,IRON
04140020,UREASE TEST,,ENDOSCOPY UNIT,2550,3200,"March 04, 2026",blood_test,UREA
18180007,HEALTH INVESTMENT INPATIENT PACKAGE,,HEALTH HUB INPATIENT,26600,29700,"March 06, 2026",blood_test,PACKAGE
04170017,ELITE IPHC WELLNESS MALE PACKAGE WITH DP,,HOME CARE & HOSPICE,27500,27500,"July 28, 2022",blood_test,PACKAGE
04170018,ELITE IPHC WELLNESS MALE PACKAGE WITH MWC,,HOME CARE & HOSPICE,27500,27500,"July 28, 2022",blood_test,PACKAGE
04170019,GERIATRIC FEMALE IPHC WELLNESS PACKAGE WITH MWC,,HOME CARE & HOSPICE,19500,19500,"July 28, 2022",blood_test,PACKAGE
04170021,IPHC COMPREHENSIVE ABDOMINAL PACKAGE WITH DP,,HOME CARE & HOSPICE,24000,24000,"July 28, 2022",blood_test,PACKAGE
04170022,IPHC COMPREHENSIVE ABDOMINAL PACKAGE WITH MWC,,HOME CARE & HOSPICE,24000,24000,"July 28, 2022",blood_test,PACKAGE
04170023,IPHC HEALTH INVESTMENT ESSENTIALS BASIC 5 PACKAGE,,HOME CARE & HOSPICE,4200,4200,"March 03, 2026",blood_test,PACKAGE
04170020,IPHC LIFESTYLE EXECUTIVE PACKAGE,,HOME CARE & HOSPICE,41000,41000,"July 28, 2022",blood_test,PACKAGE
04170024,IPHC WELLNESS PREMIER PACKAGE WITH DP,,HOME CARE & HOSPICE,26500,26500,"July 28, 2022",blood_test,PACKAGE
04170025,IPHC WELLNESS PREMIER PACKAGE WITH MWC,,HOME CARE & HOSPICE,26500,26500,"July 28, 2022",blood_test,PACKAGE
04360117,AUTOPSY OUP PACKAGE,,LAB-ANATOMIC,18300,18300,"July 01, 2025",blood_test,PACKAGE
04360010,BREAST PANEL (ERA PRA CERB-B2),,LAB-ANATOMIC,17500,21900,"March 10, 2026",blood_test,PANEL
04360036,CT GUIDED BIOPSY (RHP) WITH ADEQUACY,,LAB-ANATOMIC,15350,19200,"March 10, 2026",procedure,BIOPSY
04360051,FINE NEEDLE ASPIRATION BIOPSY,,LAB-ANATOMIC,6360,8000,"March 10, 2026",procedure,BIOPSY
04360691,IHC PACKAGE,,LAB-ANATOMIC,15800,55500,"March 10, 2026",blood_test,PACKAGE
04360071,IMMUNOHISTOCHEMICAL (IHC) PACKAGE,,LAB-ANATOMIC,18700,23400,"March 10, 2026",blood_test,PACKAGE
04360073,IRON STAINING,,LAB-ANATOMIC,3850,4900,"March 10, 2026",blood_test,IRON
04360727,MMR PANEL - IHC,,LAB-ANATOMIC,19900,24900,"July 24, 2026",blood_test,PANEL
04360097,PLAP (PLACENTAL ALKALINE PHOSPHATASE),,LAB-ANATOMIC,3590,4500,"March 10, 2026",blood_test,ALKALINE PHOSPHATASE
04360099,PSAP (PROSTATE SPECIFIC ACID PHOSPHATASE),,LAB-ANATOMIC,6600,8300,"March 10, 2026",blood_test,PSA
04361290,"RENAL BIOPSY (LM, SS, IF, EM) PACKAGE",,LAB-ANATOMIC,57000,71300,"July 20, 2026",blood_test,PACKAGE;BIOPSY
04360100,RETICULIN (SILVER IMPREGNATION),,LAB-ANATOMIC,3490,4400,"March 10, 2026",facility,ICU
04360110,TTF 1 (THYROID TRANSCRIPTION FACTOR 1),,LAB-ANATOMIC,6910,8700,"March 10, 2026",blood_test,THYROID
04360112,ULTRASOUND GUIDED BIOPSY (C/CB) WITH ADEQUACY,,LAB-ANATOMIC,15800,19800,"March 10, 2026",radiologic,ULTRASOUND;BIOPSY
04360124,BLOOD TRANSFUSION SET PLATELET,,LAB-BLOOD BANK,431,600,"March 10, 2026",blood_test,PLATELET
04360136,PLATELET APHERESIS,,LAB-BLOOD BANK,20000,20000,"April 07, 2026",blood_test,PLATELET
04360143,THERAPEUTIC PLATELET REDUCTION,,LAB-BLOOD BANK,18800,23500,"March 10, 2026",blood_test,PLATELET
04360144,TYPE ABO BLOOD TYPING,,LAB-BLOOD BANK,570,1100,"March 10, 2026",blood_test,BLOOD TYPING
04360145,TYPE RH (D) BLOOD TYPING,,LAB-BLOOD BANK,570,1100,"March 10, 2026",blood_test,BLOOD TYPING
04360768,24 HRS URINE - MICROALBUMIN CREATININE RATIO,,LAB-CHEMISTRY,1500,1900,"April 06, 2026",blood_test,CREATININE;ALBUMIN
04360151,24 HRS URINE TOTAL PROTEIN,,LAB-CHEMISTRY,1050,2400,"March 10, 2026",blood_test,TOTAL PROTEIN
04360154,ALBUMIN OTHER BODY FLUIDS,,LAB-CHEMISTRY,630,1200,"March 10, 2026",blood_test,ALBUMIN
04360155,ALBUMIN SERUM,,LAB-CHEMISTRY,610,1200,"March 10, 2026",blood_test,ALBUMIN
04360158,ALKALINE PHOSPHATASE SERUM,,LAB-CHEMISTRY,655,1300,"March 10, 2026",blood_test,ALKALINE PHOSPHATASE
04360169,ANTI HAV IGG (CMIA) HEPATITIS A,,LAB-CHEMISTRY,1520,3000,"March 10, 2026",blood_test,HEPATITIS
04360170,ANTI HAV IGM CHEMI HEPATITIS A,,LAB-CHEMISTRY,2070,4100,"March 10, 2026",blood_test,HEPATITIS
04360760,APOLIPOPROTEIN A SERUM,,LAB-CHEMISTRY,8500,10700,"March 10, 2026",blood_test,LIPOPROTEIN
